ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Years_As_Customer,Recency,Alcohol,Vegetables,Meat,Fish,Chocolates,Commodities,TotalSpent,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success
454,41,Graduation,Together,69508,1,0,9.81,48,824,32,162,42,32,43,1135,2,11,11,6,0,0,SA,0
7279,52,PhD,Together,69476,0,0,8.93,3,260,86,559,63,9,67,1044,1,4,4,2,0,0,US,0
1927,48,2nd Cycle,Together,69401,0,1,8.45,41,399,27,159,58,8,39,690,4,4,5,2,0,0,GER,0
618,44,PhD,Married,69389,0,1,9.94,17,422,7,238,69,46,15,797,1,7,12,4,0,0,AUS,0
10240,72,Graduation,Together,69372,0,0,9.54,10,997,26,269,34,13,42,1381,1,10,6,4,1,0,CA,2
3463,46,PhD,Married,69283,0,1,8.23,41,674,62,134,0,26,8,904,4,7,13,5,0,0,IND,0
2379,68,Graduation,Single,69267,0,0,9.95,31,778,44,499,95,73,146,1635,2,3,5,7,1,0,SA,0
9362,56,Graduation,Single,69263,0,1,8.50,14,492,5,32,13,5,21,568,1,9,7,6,0,0,CA,1
8235,65,Master,Together,69245,0,1,8.61,8,428,30,214,80,30,61,843,2,6,10,3,0,0,SA,0
7233,49,Graduation,Married,69209,0,0,9.97,4,496,32,849,229,48,128,1782,2,5,6,4,0,0,CA,1
7300,69,Graduation,Divorced,69142,0,1,8.19,50,448,4,34,6,4,39,535,3,8,7,5,0,0,IND,1
5232,56,Graduation,Married,69139,0,1,8.61,23,86,12,75,33,15,6,227,1,4,5,4,0,0,SP,0
3011,56,Graduation,Married,69139,0,1,8.61,23,86,12,75,33,15,6,227,1,4,5,4,0,0,SA,0
2407,39,Graduation,Married,69109,0,0,9.82,10,823,25,459,124,29,95,1555,1,6,7,4,1,0,US,1
9064,39,Graduation,Married,69109,0,0,9.82,10,823,25,459,124,29,95,1555,1,6,7,4,1,0,SP,1
4475,72,PhD,Married,69098,0,0,9.55,82,1315,22,780,145,0,178,2440,1,7,9,5,0,0,SP,0
4477,63,Graduation,Together,69096,0,1,8.94,4,247,49,159,7,82,109,653,1,5,10,4,0,0,GER,0
10727,51,PhD,Married,69084,1,0,8.79,43,1181,107,199,39,30,30,1586,2,7,13,8,0,0,SP,0
5299,51,PhD,Married,69084,1,0,8.79,43,1181,107,199,39,30,30,1586,2,7,13,8,0,0,SP,0
1459,55,PhD,Married,69063,0,1,9.83,16,666,35,124,69,8,26,928,1,5,5,3,0,0,SP,0
3389,51,Graduation,Married,69016,0,1,9.79,61,726,53,363,123,107,161,1533,4,8,13,5,0,0,SP,0
6870,62,PhD,Divorced,68805,0,1,8.97,73,182,2,49,17,13,20,283,1,3,7,2,0,0,SP,0
4910,54,Graduation,Divorced,68743,0,0,10.02,81,1132,134,384,175,134,115,2074,1,11,13,7,0,0,US,0
9888,52,Graduation,Together,68695,0,0,8.20,3,458,81,356,106,50,40,1091,1,4,7,2,0,0,SP,0
4399,52,Graduation,Together,68695,0,0,8.20,3,458,81,356,106,50,40,1091,1,4,7,2,0,0,CA,0
3428,30,PhD,Together,68682,0,0,8.92,56,919,0,505,99,30,45,1598,1,4,10,2,0,0,SP,0
4500,30,PhD,Together,68682,0,0,8.92,56,919,0,505,99,30,45,1598,1,4,10,2,0,0,SP,0
8755,75,Master,Married,68657,0,0,9.54,4,482,34,471,119,68,22,1196,1,3,9,7,0,0,AUS,0
10172,33,Graduation,Single,68655,0,0,10.07,95,456,19,832,75,118,38,1538,1,4,11,3,0,0,SP,0
6729,33,Graduation,Single,68655,0,0,10.07,95,456,19,832,75,118,38,1538,1,4,11,3,0,0,SA,0
7119,39,Graduation,Single,68627,0,0,9.65,45,395,15,263,60,54,38,825,1,2,6,1,0,0,SA,0
6318,33,Graduation,Married,68487,0,0,9.64,48,758,12,385,33,89,89,1366,1,9,13,4,0,0,CA,0
5396,33,Graduation,Married,68487,0,0,9.64,48,758,12,385,33,89,89,1366,1,9,13,4,0,0,AUS,0
6184,52,PhD,Married,68462,0,0,9.73,6,561,64,785,84,128,48,1670,1,3,8,1,0,0,SP,0
10673,45,PhD,Married,68397,0,1,8.80,6,760,80,466,17,13,80,1416,1,6,5,3,0,0,SA,0
2937,47,PhD,Single,68352,0,1,9.02,47,614,16,132,43,33,33,871,3,8,9,6,0,0,CA,0
8985,57,2nd Cycle,Together,68316,0,1,9.84,54,806,80,161,120,11,33,1211,5,10,10,6,0,0,SP,0
3262,63,Graduation,Single,68281,0,0,10.08,31,995,112,417,42,48,41,1655,1,2,13,5,1,0,SP,0
8405,42,Graduation,Divorced,68274,1,1,8.93,83,135,25,51,23,25,46,305,2,4,5,3,0,0,SA,0
3170,64,Master,Together,68148,0,0,9.01,86,389,66,408,37,57,85,1042,1,4,6,2,0,0,SP,0
8310,57,Graduation,Together,68142,0,1,10.02,96,897,126,196,91,112,37,1459,3,10,7,6,0,0,SP,0
7431,30,PhD,Single,68126,0,0,9.82,40,1332,17,311,23,51,86,1820,1,7,5,9,1,0,CA,1
2891,58,Graduation,Divorced,68118,0,1,8.88,51,595,23,123,10,23,154,928,2,8,4,6,0,0,US,0
5011,58,Graduation,Divorced,68118,0,1,8.88,51,595,23,123,10,23,154,928,2,8,4,6,0,0,SP,0
3945,74,PhD,Widow,68117,0,1,9.49,80,618,44,215,0,17,36,930,2,11,4,6,1,0,SP,1
2930,43,Master,Single,68092,0,0,8.72,7,852,60,207,78,36,48,1281,2,2,10,5,0,0,SA,0
716,72,PhD,Together,67911,0,1,8.29,63,529,0,356,63,28,0,976,3,6,11,3,0,0,SP,0
6544,72,PhD,Together,67911,0,1,8.29,63,529,0,356,63,28,0,976,3,6,11,3,0,0,GER,0
2882,46,2nd Cycle,Divorced,67893,0,1,9.93,31,711,28,142,49,18,47,995,2,3,9,8,0,0,SA,0
10530,62,PhD,Widow,67786,0,0,8.75,0,431,82,441,80,20,102,1156,1,3,6,1,1,0,IND,0
9723,61,Graduation,Married,67716,0,1,9.65,8,530,142,217,62,9,56,1016,4,7,13,5,0,0,CA,1
6518,70,PhD,Widow,67680,0,1,9.24,8,546,0,48,0,6,6,606,1,7,8,5,0,0,AUS,0
11013,34,Graduation,Together,67605,0,0,9.43,84,336,28,282,184,54,54,938,1,2,6,1,0,0,SP,0
8867,33,PhD,Married,67546,0,0,10.01,90,864,134,768,150,38,172,2126,1,4,5,3,0,0,SA,0
2747,33,PhD,Married,67546,0,0,10.01,90,864,134,768,150,38,172,2126,1,4,5,3,0,0,SP,0
1204,51,PhD,Married,67536,0,1,9.29,45,1253,0,447,23,71,35,1829,3,11,11,8,0,0,SA,1
176,41,2nd Cycle,Single,67506,0,1,8.67,73,90,38,67,33,36,67,331,1,4,6,3,0,0,SP,0
2878,74,PhD,Married,67472,0,1,8.94,93,162,31,127,8,17,69,414,2,4,7,3,0,0,SP,0
6661,47,Graduation,Married,67445,0,1,10.07,63,757,80,217,29,80,11,1174,5,9,12,6,0,0,SP,0
5462,47,Graduation,Married,67445,0,1,10.07,63,757,80,217,29,80,11,1174,5,9,12,6,0,0,IND,0
10897,47,Graduation,Married,67445,0,1,10.07,63,757,80,217,29,80,11,1174,5,9,12,6,0,0,AUS,0
8534,69,Graduation,Married,67433,0,2,9.14,51,615,28,259,12,48,30,992,4,6,13,4,0,0,SP,1
7072,48,Graduation,Married,67432,0,1,9.44,69,432,79,341,177,136,170,1335,2,8,4,4,0,0,AUS,0
1911,34,Graduation,Together,67430,0,0,10.00,6,595,97,291,127,133,121,1364,1,11,12,6,0,0,GER,0
4406,51,Graduation,Together,67419,0,1,9.64,29,846,84,352,91,56,42,1471,4,9,8,5,0,0,CA,0
5544,51,Graduation,Single,67384,0,1,9.82,32,957,40,175,158,53,107,1490,2,7,5,5,0,0,SP,1
3412,70,Master,Married,67381,0,1,9.64,67,815,8,53,11,0,70,957,4,2,9,7,0,0,SP,1
8732,52,Master,Widow,67369,0,1,9.80,81,1298,0,70,37,14,42,1461,4,7,10,4,1,0,SP,2
4339,51,PhD,Married,67353,0,1,8.68,37,702,17,151,0,8,35,913,5,5,12,2,0,0,AUS,0
238,54,2nd Cycle,Together,67309,1,1,9.62,76,515,47,181,149,95,95,1082,15,9,9,7,0,0,SP,0
9699,55,Graduation,Divorced,67272,0,1,8.71,12,357,35,271,28,28,14,733,3,6,12,5,0,0,SP,0
10476,63,Graduation,Married,67267,0,1,8.32,0,134,11,59,15,2,30,251,1,3,5,2,0,0,US,0
3799,66,Graduation,Married,67225,0,1,8.78,4,315,35,322,46,7,143,868,3,7,11,5,0,0,US,0
9167,65,Graduation,Married,67131,0,1,9.45,72,465,71,250,93,35,62,976,3,9,12,6,0,0,SP,0
8402,68,Master,Married,67087,0,1,8.72,40,329,35,222,130,35,43,794,2,7,8,4,0,0,AUS,0
123,70,Graduation,Widow,67046,0,1,9.66,92,544,35,133,23,151,107,993,2,4,4,2,0,0,AUS,0
2875,43,Graduation,Married,67023,0,0,8.51,93,444,44,382,11,8,17,906,1,3,13,2,0,1,SP,0
1402,67,Master,Married,66991,0,0,9.98,1,496,36,460,189,60,12,1253,3,4,6,3,0,0,GER,0
5602,32,PhD,Together,66973,0,0,9.30,98,466,22,432,147,113,102,1282,1,8,12,3,0,0,IND,0
6637,33,Graduation,Single,66951,0,0,8.84,46,277,162,305,173,76,124,1117,1,3,7,1,0,0,IND,0
10928,63,Graduation,Together,66886,0,1,8.97,28,315,4,62,41,31,146,599,2,7,7,5,0,0,SP,0
10562,75,Master,Married,66835,0,0,8.94,21,620,26,195,34,17,141,1033,1,6,13,2,0,0,IND,0
7881,75,Master,Married,66835,0,0,8.94,21,620,26,195,34,17,141,1033,1,6,13,2,0,0,SP,0
6445,54,Graduation,Together,66825,0,0,9.15,73,243,101,405,29,40,40,858,1,4,6,2,0,0,SA,0
9204,51,Graduation,Widow,66731,0,1,9.98,33,371,159,194,58,106,141,1029,4,4,6,3,0,0,SP,0
10660,64,Master,Married,66726,1,1,8.65,61,349,7,35,0,0,47,438,3,8,4,7,0,0,SP,1
10648,39,2nd Cycle,Together,66664,0,0,9.95,78,398,96,447,220,96,32,1289,1,5,6,3,0,0,SP,0
5120,39,2nd Cycle,Together,66664,0,0,9.95,78,398,96,447,220,96,32,1289,1,5,6,3,0,0,SA,0
3076,46,Graduation,Together,66653,1,1,9.99,18,452,18,102,16,18,6,612,4,4,12,3,0,0,AUS,0
2995,64,Master,Together,66636,0,0,9.05,64,291,10,689,84,10,0,1084,1,3,9,1,0,0,SP,0
2416,52,PhD,Single,66582,0,0,8.51,83,789,25,420,16,38,0,1288,1,2,9,1,0,0,SP,0
9120,59,Graduation,Single,66565,0,1,9.75,80,747,10,161,65,40,42,1065,4,4,9,8,0,0,SP,0
9478,36,Graduation,Single,66503,1,0,10.06,30,91,64,128,65,3,50,401,2,4,6,3,0,0,SP,0
246,56,Graduation,Married,66480,1,1,8.27,71,199,9,57,20,21,6,312,7,4,7,4,0,0,SP,0
9907,52,Master,Together,66476,0,1,8.75,80,742,28,152,25,9,57,1013,2,6,10,4,0,0,GER,0
10142,45,PhD,Divorced,66476,0,1,9.50,99,372,18,126,47,48,78,689,2,5,11,4,0,0,US,0
7030,66,PhD,Married,66465,0,1,9.44,1,1200,0,204,38,29,14,1485,3,11,12,6,0,0,SP,1
1729,60,PhD,Together,66426,0,1,8.93,14,1043,24,97,32,24,157,1377,2,3,10,6,0,0,SP,0
3336,73,PhD,Together,66375,0,1,8.79,96,712,0,45,0,0,191,948,3,2,5,7,0,0,AUS,1
9381,43,Graduation,Married,66373,1,1,9.23,57,328,9,124,12,24,109,606,7,4,10,3,0,0,AUS,0
9384,43,Graduation,Married,66373,1,1,9.23,57,328,9,124,12,24,109,606,7,4,10,3,0,0,AUS,0
10675,65,PhD,Married,66334,0,1,9.42,82,909,11,218,0,0,23,1161,2,9,5,5,1,0,SP,0
2304,58,PhD,Together,66313,0,1,8.97,86,625,7,99,10,22,7,770,2,6,12,4,0,0,SA,0
10319,50,Graduation,Married,66303,0,1,9.52,56,1090,12,96,16,12,60,1286,4,3,11,8,0,0,SP,1
3535,56,Graduation,Single,66294,0,0,8.47,68,251,108,334,65,92,117,967,1,4,5,2,0,0,SP,0
591,64,Graduation,Widow,66033,0,1,9.62,76,293,35,179,46,59,65,677,2,8,7,7,0,0,IND,0
7718,74,Master,Together,66000,0,0,8.38,36,244,51,270,101,0,45,711,1,1,5,1,0,0,SP,0
6233,45,Graduation,Married,65991,0,1,9.99,21,507,19,364,25,47,9,971,3,9,10,7,0,0,SP,0
11176,51,PhD,Together,65968,0,1,8.32,12,376,9,83,19,4,4,495,2,5,7,3,0,0,CA,0
9370,76,PhD,Married,65846,0,0,9.30,68,562,81,276,80,40,81,1120,1,6,6,4,0,0,CA,0
528,43,Graduation,Married,65819,0,0,9.77,99,267,38,701,149,165,63,1383,1,5,10,3,0,0,IND,0
832,55,PhD,Together,65814,0,1,8.51,90,561,14,113,10,14,35,747,3,8,10,5,0,0,SP,0
8890,50,PhD,Divorced,65808,1,1,8.27,1,155,7,80,13,7,10,272,3,5,5,6,0,0,SP,0
6327,54,Graduation,Together,65777,0,0,8.71,87,565,32,435,28,32,54,1146,1,2,6,1,0,0,US,0
7192,66,Graduation,Together,65748,0,1,9.39,58,172,73,93,95,78,34,545,2,2,10,1,0,1,SP,0
7987,52,Graduation,Married,65747,0,1,8.50,96,346,17,48,23,13,13,460,4,8,6,6,0,0,CA,1
8527,56,Master,Together,65735,1,1,8.75,37,239,7,119,4,15,11,395,5,6,6,7,0,0,SP,0
3968,51,2nd Cycle,Divorced,65706,0,0,9.19,77,918,10,129,13,0,129,1199,1,11,12,7,1,0,CA,3
7000,49,2nd Cycle,Single,65704,0,0,8.90,18,279,172,74,38,8,246,817,1,2,10,1,0,0,GER,0
4603,61,PhD,Married,65695,0,1,8.59,50,371,32,189,0,58,6,656,2,5,10,4,0,0,SP,0
3900,49,Graduation,Married,65685,0,1,8.44,54,642,14,49,0,7,57,769,1,9,9,5,0,0,CA,0
9958,49,Graduation,Married,65685,0,1,8.44,54,642,14,49,0,7,57,769,1,9,9,5,0,0,AUS,0
10584,45,Graduation,Married,65665,0,1,8.76,77,225,162,387,106,36,29,945,1,5,8,3,0,0,SP,0
1672,47,PhD,Together,65640,0,1,8.52,74,204,7,149,20,15,66,461,1,5,8,2,0,0,SA,0
8952,68,Master,Married,65569,0,1,9.83,96,397,46,288,20,38,70,859,2,6,10,3,0,0,SP,0
10766,57,PhD,Married,65526,0,1,8.40,22,397,19,69,12,0,9,506,1,4,8,2,0,0,SP,0
9971,57,PhD,Married,65526,0,1,8.40,22,397,19,69,12,0,9,506,1,4,8,2,0,0,SA,0
10770,62,Graduation,Married,65492,0,0,8.61,73,247,161,295,210,85,47,1045,2,4,13,2,0,0,CA,0
9624,63,PhD,Together,65488,0,0,8.23,46,603,45,207,36,18,54,963,1,3,6,1,0,0,SP,0
4369,64,Master,Single,65487,0,0,8.65,48,240,67,500,199,0,163,1169,3,3,6,2,0,0,CA,0
10652,64,Master,Together,65487,0,0,8.65,48,240,67,500,199,0,163,1169,3,3,6,2,0,0,CA,0
8614,64,Graduation,Widow,65486,0,1,8.32,29,245,19,125,37,67,14,507,1,4,10,2,0,0,AUS,0
4741,47,2nd Cycle,Married,65463,1,0,8.60,17,391,32,70,21,32,16,562,2,6,9,5,0,0,SP,1
2681,37,2nd Cycle,Married,65370,0,0,9.10,1,71,22,112,138,89,29,461,1,2,13,1,0,0,SP,0
6872,47,PhD,Married,65352,0,1,9.04,43,284,3,84,4,7,23,405,2,4,8,4,0,0,SA,0
5136,48,Graduation,Single,65333,0,1,8.63,58,654,7,92,0,15,30,798,7,9,8,6,0,0,CA,2
4047,67,PhD,Married,65324,0,1,8.65,0,384,0,102,21,32,5,544,3,6,9,4,0,0,US,0
9477,67,PhD,Married,65324,0,1,8.65,0,384,0,102,21,32,5,544,3,6,9,4,0,0,IND,0
4437,59,Graduation,Married,65316,1,1,9.37,65,112,6,92,3,9,38,260,2,3,5,4,0,0,SP,0
10701,48,Graduation,Married,65308,0,0,8.98,60,713,0,264,120,80,34,1211,1,7,12,4,0,0,US,2
9596,41,PhD,Single,65295,0,0,8.70,19,365,32,117,34,110,6,664,1,3,13,2,0,0,US,0
466,77,Graduation,Married,65275,0,0,9.42,9,388,14,218,91,14,21,746,1,4,13,2,0,0,SP,0
1631,56,PhD,Together,65220,0,0,10.01,3,890,63,292,0,25,12,1282,4,8,7,6,1,0,GER,0
2829,66,Graduation,Married,65210,0,1,8.49,25,626,0,70,0,7,28,731,2,9,8,6,0,0,CA,2
3759,63,Graduation,Together,65196,0,2,9.12,34,743,19,181,12,0,200,1155,2,7,11,5,0,0,SP,1
8932,52,Master,Together,65176,0,1,9.85,57,960,28,183,220,70,70,1531,4,9,6,6,0,0,SA,0
5758,39,Graduation,Married,65169,0,0,8.64,23,1074,0,69,0,0,46,1189,1,10,13,6,1,0,SP,4
25,63,Graduation,Married,65148,0,1,9.80,9,460,35,422,33,12,153,1115,2,6,7,4,0,0,CA,0
10833,46,Graduation,Married,65106,0,1,8.28,55,790,19,133,12,0,19,973,3,8,13,6,0,0,SP,1
11084,45,Master,Together,65104,0,1,8.81,4,738,0,232,13,20,50,1053,2,3,7,7,1,0,CA,0
5172,45,Master,Together,65104,0,1,8.81,4,738,0,232,13,20,50,1053,2,3,7,7,0,0,SP,0
6142,78,Master,Married,65073,0,0,9.04,65,629,17,177,69,0,8,900,1,5,5,2,0,1,SP,0
6312,62,Graduation,Married,65031,0,1,9.47,29,258,107,291,84,37,86,863,4,10,13,7,0,0,GER,0
9940,63,Graduation,Together,64961,0,1,9.70,97,382,114,276,75,124,38,1009,2,6,4,3,0,0,SA,0
7922,70,PhD,Single,64950,0,1,10.07,29,819,0,72,12,0,63,966,2,11,10,7,0,0,SA,1
6457,45,Graduation,Divorced,64892,0,1,8.27,77,527,24,230,32,24,65,902,2,6,12,4,0,0,SA,0
8233,71,Master,Widow,64866,0,1,8.61,9,508,5,21,7,5,10,556,4,7,7,5,0,0,CA,1
8427,65,Master,Single,64857,0,0,9.78,78,556,14,717,210,0,43,1540,1,7,10,4,0,0,SP,0
217,65,Master,Single,64857,0,0,9.78,78,556,14,717,210,0,43,1540,1,7,10,4,0,0,CA,0
1867,64,Graduation,Single,64849,0,0,9.81,42,652,48,350,94,84,108,1336,1,9,6,5,1,0,SP,0
8957,69,2nd Cycle,Single,64831,1,1,9.24,51,480,86,249,75,86,144,1120,8,6,5,6,0,0,SA,0
7732,43,Graduation,Married,64813,1,0,8.67,81,293,0,124,179,97,52,745,1,7,10,5,0,0,SP,0
1802,50,Graduation,Married,64795,0,1,9.63,23,412,5,119,38,29,77,680,3,3,12,2,0,0,SP,0
843,50,Graduation,Married,64722,1,0,8.28,47,303,0,280,60,147,15,805,4,8,11,6,0,0,SP,0
10281,51,Graduation,Divorced,64713,1,0,8.58,11,180,60,241,13,54,54,602,2,5,7,4,1,0,AUS,0
9645,53,Graduation,Married,64590,0,0,9.89,98,920,138,168,36,46,30,1338,1,9,10,6,0,0,SP,0
1640,67,Graduation,Divorced,64587,1,1,8.21,49,66,0,16,0,6,20,108,2,1,4,3,0,0,SP,0
9242,31,Graduation,Single,64509,0,0,9.05,19,836,185,575,24,25,77,1722,1,6,9,4,1,0,SA,1
6059,68,PhD,Together,64504,1,2,9.51,81,986,36,168,16,0,108,1314,7,11,4,7,1,0,SP,0
380,67,Graduation,Divorced,64497,0,1,9.99,17,1170,48,320,42,32,192,1804,5,11,9,8,1,0,SA,1
7165,49,Graduation,Together,64474,0,1,8.87,59,381,35,172,56,86,93,823,2,8,10,5,0,0,SP,0
7646,32,Graduation,Single,64449,1,0,8.55,70,218,63,282,137,35,70,805,4,5,12,4,0,0,SP,0
1029,51,PhD,Together,64413,0,1,9.10,27,200,5,44,0,10,20,279,1,5,5,5,0,0,SP,0
5140,36,PhD,Married,64355,1,0,10.03,66,1047,0,140,67,38,153,1445,2,4,12,8,0,0,SP,0
9750,60,PhD,Divorced,64325,0,1,9.58,41,731,60,353,78,12,73,1307,5,10,5,7,0,0,SP,0
9595,60,Graduation,Together,64260,0,0,9.65,1,539,169,816,20,0,30,1574,1,4,4,3,1,0,SP,0
7488,58,Master,Single,64191,0,1,9.62,30,420,15,186,151,38,15,825,3,5,13,3,0,0,SP,0
2223,56,2nd Cycle,Divorced,64176,0,1,10.09,52,1215,33,249,64,116,149,1826,8,8,8,6,0,0,SP,0
1665,57,PhD,Divorced,64140,0,2,8.95,71,1459,0,61,0,15,215,1750,5,2,6,5,1,0,SA,3
5682,68,PhD,Single,64108,0,1,9.45,8,948,10,86,13,21,21,1099,4,6,11,5,0,0,AUS,0
4440,57,Master,Married,64100,0,1,8.99,93,509,0,27,0,0,10,546,1,8,6,7,0,0,SA,1
5519,65,Graduation,Together,64090,0,1,9.08,8,316,58,161,76,51,135,797,1,6,4,5,1,0,SA,0
5529,75,PhD,Together,64014,2,1,8.24,56,406,0,30,0,0,8,444,7,8,5,7,0,0,CA,1
4001,75,PhD,Together,64014,2,1,8.24,56,406,0,30,0,0,8,444,7,8,5,7,0,0,SA,1
4756,69,2nd Cycle,Divorced,63998,0,0,8.71,42,176,29,818,0,33,112,1168,1,7,11,4,1,0,SP,0
7476,57,Master,Single,63972,0,1,9.76,93,928,63,254,0,12,12,1269,4,5,10,4,0,0,SA,1
9166,53,Graduation,Married,63967,0,1,9.07,57,387,84,141,73,35,162,882,3,4,12,2,0,0,SP,0
8091,65,Graduation,Married,63943,0,1,10.01,50,423,184,368,13,97,21,1106,1,6,6,5,0,0,IND,0
4405,65,Master,Married,63915,0,2,9.10,2,622,7,115,30,0,15,789,2,6,12,5,0,0,AUS,0
7079,59,Graduation,Divorced,63887,0,1,9.99,38,897,23,207,15,11,92,1245,5,9,12,6,0,0,SA,0
3870,43,2nd Cycle,Together,63855,0,0,9.57,28,359,35,314,93,116,89,1006,1,7,13,4,0,0,GER,0
4391,53,Master,Divorced,63841,0,1,9.38,64,635,15,100,20,7,131,908,1,9,9,6,0,0,SA,0
6283,53,Master,Divorced,63841,0,1,9.38,64,635,15,100,20,7,131,908,1,9,9,6,0,0,SP,0
3421,53,Master,Divorced,63841,0,1,9.38,64,635,15,100,20,7,131,908,1,9,9,6,0,0,AUS,0
1245,55,Graduation,Single,63810,0,1,9.82,45,977,12,253,16,12,101,1371,4,4,12,8,0,0,SP,1
2561,55,Graduation,Single,63810,0,1,9.82,45,977,12,253,16,12,101,1371,4,4,12,8,0,0,GER,1
4478,42,Graduation,Married,63777,1,1,9.45,87,457,5,106,15,17,53,653,8,11,6,8,0,0,IND,0
8727,43,Graduation,Divorced,63693,0,1,8.89,63,587,43,337,42,87,54,1150,3,11,9,6,0,0,SA,0
3056,43,Graduation,Divorced,63693,0,1,8.89,63,587,43,337,42,87,54,1150,3,11,9,6,0,0,SA,0
3599,51,Graduation,Married,63684,0,1,9.78,61,575,80,428,208,93,80,1464,3,8,8,5,0,0,SP,0
4073,67,2nd Cycle,Married,63564,0,0,8.60,0,769,80,252,15,34,65,1215,1,10,7,6,1,0,GER,1
7873,48,PhD,Together,63516,1,1,9.17,30,141,11,114,15,14,5,300,4,4,7,5,0,0,CA,0
8439,57,Graduation,Together,63404,0,2,8.25,97,734,26,70,11,44,17,902,2,6,4,4,0,0,SP,1
6202,61,Graduation,Together,63381,0,1,9.92,78,571,50,142,33,50,159,1005,4,4,13,2,0,0,SP,0
3856,61,Graduation,Together,63381,0,1,9.92,78,571,50,142,33,50,159,1005,4,4,13,2,0,0,SP,0
309,60,PhD,Together,63342,0,1,9.89,48,918,21,118,13,10,21,1101,3,8,5,6,0,0,SA,1
3571,60,PhD,Together,63342,0,1,9.89,48,918,21,118,13,10,21,1101,3,8,5,6,1,0,SP,1
819,76,Graduation,Widow,63285,0,0,8.83,84,508,124,249,50,38,134,1103,1,6,13,3,0,0,SP,0
6912,54,PhD,Married,63246,0,2,9.04,60,593,30,91,29,22,7,772,1,6,12,4,0,0,SP,0
10676,39,Graduation,Married,63211,0,0,9.84,3,145,193,459,205,26,145,1173,2,3,7,2,1,0,SP,0
10513,29,Graduation,Together,63207,0,0,9.62,68,438,169,565,91,169,70,1502,1,2,6,7,0,0,SP,1
3643,47,Master,Married,63206,0,0,8.46,65,750,8,125,11,8,26,928,1,4,6,2,0,0,CA,1
1990,47,PhD,Single,63159,0,0,9.83,74,965,34,586,89,86,37,1797,1,3,8,3,0,0,SP,1
1907,71,Master,Divorced,63120,0,1,9.94,53,965,69,279,54,41,69,1477,5,8,9,7,1,0,SP,0
2125,62,Graduation,Divorced,63033,0,0,8.81,82,194,61,480,225,112,30,1102,1,3,8,2,0,0,US,0
8026,69,Graduation,Married,62998,0,1,8.93,10,120,58,73,65,89,58,463,5,5,5,5,0,0,CA,0
902,41,Graduation,Together,62994,1,0,8.51,74,224,12,48,4,12,12,312,1,6,4,6,0,0,CA,0
1685,54,PhD,Together,62981,0,0,9.47,21,796,14,590,38,44,0,1482,1,4,13,3,0,0,CA,1
9094,66,2nd Cycle,Married,62972,0,1,10.09,39,313,15,47,20,0,192,587,2,7,3,6,1,0,SP,0
9847,66,2nd Cycle,Married,62972,0,1,10.09,39,313,15,47,20,0,192,587,2,7,3,6,0,0,SP,0
2118,57,2nd Cycle,Married,62905,0,1,8.99,68,166,75,96,119,107,59,622,3,7,8,4,0,0,SP,0
5564,52,Graduation,Together,62882,0,1,10.07,26,509,133,497,78,24,97,1338,2,7,6,4,0,0,AUS,0
2131,62,PhD,Divorced,62859,0,1,9.68,37,1063,89,102,16,12,25,1307,4,9,6,6,0,0,SP,0
6543,76,Master,Together,62847,0,0,9.64,45,521,168,706,80,76,61,1612,1,3,4,2,0,0,CA,0
4491,72,Master,Married,62845,1,1,9.93,3,1099,0,45,0,0,34,1178,11,3,10,8,0,0,SP,1
873,72,Master,Married,62845,1,1,9.93,3,1099,0,45,0,0,34,1178,11,3,10,8,1,0,SP,1
9308,67,Graduation,Married,62820,0,0,9.32,51,398,61,265,138,61,53,976,1,3,6,1,0,0,SA,0
544,67,Graduation,Married,62820,0,0,9.32,51,398,61,265,138,61,53,976,1,3,6,1,0,0,SP,0
2453,61,Graduation,Together,62807,0,1,10.01,83,526,28,135,10,21,99,819,3,5,12,5,0,0,SP,0
7787,61,Graduation,Together,62807,0,1,10.01,83,526,28,135,10,21,99,819,3,5,12,5,0,0,CA,0
6461,52,Master,Single,62772,0,1,9.30,74,581,49,157,43,8,108,946,1,5,11,2,0,0,SP,1
3233,56,PhD,Married,62745,0,1,9.45,89,562,21,464,28,10,32,1117,3,7,11,5,0,0,SA,0
3598,49,Graduation,Married,62710,0,1,9.29,53,441,35,83,7,29,11,606,4,4,12,4,0,0,SP,0
1518,56,Master,Married,62694,1,1,9.22,29,379,6,157,25,91,91,749,5,9,7,7,0,0,SP,0
2295,67,PhD,Married,62670,0,1,8.59,57,539,30,92,80,46,38,825,1,5,13,3,0,0,SA,0
2948,67,Master,Divorced,62637,0,1,8.52,76,104,12,48,4,12,5,185,1,2,5,2,0,0,CA,0
2415,59,Graduation,Together,62568,0,1,8.41,99,362,17,398,80,35,61,953,3,5,5,4,0,0,SP,1
10573,68,Graduation,Divorced,62551,0,0,8.80,27,125,16,98,134,21,27,421,1,6,4,3,0,0,IND,1
7002,66,Graduation,Single,62535,0,1,8.92,13,163,48,90,0,45,52,398,1,3,8,3,0,0,SP,0
7446,54,Master,Together,62513,0,1,8.99,16,520,42,98,0,42,14,716,2,6,10,6,0,0,US,0
178,65,Graduation,Married,62503,0,1,9.55,40,478,0,193,110,75,117,973,4,8,11,5,0,0,SP,0
